layer,seed,level,group_size,experts_json,target_delta_nll,control_delta_nll,causal_specificity
13,211,4,2,"[11, 213]",-0.00036711335997097194,0.041935089975595474,-0.03181843084166758
13,211,4,2,"[200, 222]",-0.00043565689702518284,0.003689300501719117,-0.0032026322733145207
13,211,4,2,"[124, 196]",-0.0024628264363855124,0.02514016069471836,-0.021317946957424283
13,211,4,2,"[250, 193]",-0.002906974870711565,0.047477878630161285,-0.03851538384333253
13,211,4,2,"[20, 53]",-0.003269127570092678,0.02662770450115204,-0.023239905945956707
13,211,4,2,"[131, 240]",-0.0006068944931030273,0.027818230912089348,-0.021470567677170038
13,211,5,1,[200],-0.004263012204319239,0.038572464138269424,-0.03319236030802131
13,211,5,1,[222],0.0015906154876574874,-0.0004992967587895691,0.0015906154876574874
13,211,5,1,[124],0.003300206968560815,0.01677817292511463,-0.009283422725275159
13,211,5,1,[196],0.00036437035305425525,-0.015450987033545971,0.00036437035305425525
13,211,5,1,[131],0.00033741473453119397,0.0073261624202132225,-0.005157207080628723
13,211,5,1,[240],-0.00201419647783041,0.044081926345825195,-0.035075641237199306
13,211,5,1,[106],0.0009117972804233432,-0.012364933267235756,0.0009117972804233432
13,211,5,1,[107],0.005795343313366175,0.010422378778457642,-0.0020214407704770565
17,17,0,32,"[145, 83, 255, 126, 58, 109, 27, 19, 40, 139, 11, 158, 171, 210, 198, 108, 84, 57, 185, 114, 203, 181, 253, 148, 16, 50, 131, 77, 81, 117, 143, 110]",-0.007882246747612953,0.012986848130822182,-0.01762238284572959
17,17,0,32,"[236, 206, 252, 149, 170, 56, 111, 63, 20, 91, 214, 200, 194, 12, 67, 197, 118, 155, 28, 30, 211, 34, 230, 154, 93, 188, 10, 48, 136, 29, 15, 102]",-0.01422094739973545,0.013281252235174179,-0.024181886576116085
17,17,0,32,"[70, 99, 120, 209, 180, 90, 94, 199, 151, 86, 212, 129, 7, 247, 101, 217, 14, 88, 147, 244, 165, 92, 240, 173, 204, 229, 159, 35, 231, 177, 23, 47]",0.015857774764299393,0.044112157076597214,-0.017226343043148518
17,17,0,32,"[13, 254, 130, 245, 220, 21, 78, 162, 116, 42, 66, 38, 152, 224, 243, 46, 107, 249, 125, 31, 235, 62, 79, 238, 174, 201, 164, 246, 191, 248, 208, 112]",-0.02434573695063591,-0.09011116623878479,-0.02434573695063591
17,17,0,32,"[241, 123, 32, 179, 89, 178, 193, 156, 60, 71, 219, 222, 25, 59, 228, 54, 144, 26, 133, 69, 45, 233, 141, 146, 160, 43, 226, 218, 51, 122, 96, 135]",-0.006959791295230389,0.06260654330253601,-0.0539146987721324
17,17,0,32,"[189, 95, 87, 68, 168, 205, 132, 221, 33, 44, 251, 100, 22, 53, 176, 163, 124, 239, 234, 150, 76, 195, 5, 186, 64, 73, 142, 182, 103, 166, 17, 215]",0.007362691685557365,0.04394855350255966,-0.02559872344136238
17,17,0,32,"[232, 121, 106, 225, 9, 227, 6, 61, 2, 104, 0, 80, 140, 52, 113, 18, 65, 216, 169, 119, 36, 187, 161, 134, 153, 3, 213, 137, 184, 4, 24, 128]",0.017855118960142136,0.025442607700824738,-0.0012268368154764175
17,17,0,32,"[8, 37, 172, 250, 183, 202, 196, 157, 105, 127, 242, 138, 223, 167, 207, 49, 97, 41, 72, 39, 55, 1, 192, 237, 175, 98, 190, 74, 82, 75, 85, 115]",-0.01000694278627634,0.005499635823071003,-0.014131669653579593
17,17,1,16,"[232, 121, 106, 225, 9, 227, 6, 61, 2, 104, 0, 80, 140, 52, 113, 18]",0.001993428450077772,0.023460887372493744,-0.015602237079292536
17,17,1,16,"[65, 216, 169, 119, 36, 187, 161, 134, 153, 3, 213, 137, 184, 4, 24, 128]",0.014181086793541908,-0.017065562307834625,0.014181086793541908
17,17,1,16,"[8, 37, 172, 250, 183, 202, 196, 157, 105, 127, 242, 138, 223, 167, 207, 49]",0.001644506468437612,0.006737496703863144,-0.003408616059459746
17,17,1,16,"[97, 41, 72, 39, 55, 1, 192, 237, 175, 98, 190, 74, 82, 75, 85, 115]",-0.0011334037408232689,0.034020498394966125,-0.026648777537047863
17,17,1,16,"[70, 99, 120, 209, 180, 90, 94, 199, 151, 86, 212, 129, 7, 247, 101, 217]",-0.003627971513196826,-0.006275378633290529,-0.003627971513196826
17,17,1,16,"[14, 88, 147, 244, 165, 92, 240, 173, 204, 229, 159, 35, 231, 177, 23, 47]",0.017689237371087074,0.03308887407183647,-0.007127418182790279
17,17,1,16,"[145, 83, 255, 126, 58, 109, 27, 19, 40, 139, 11, 158, 171, 210, 198, 108]",-0.006237924564629793,-0.01701868511736393,-0.006237924564629793
17,17,1,16,"[84, 57, 185, 114, 203, 181, 253, 148, 16, 50, 131, 77, 81, 117, 143, 110]",-0.008212896063923836,-0.03477638587355614,-0.008212896063923836
17,17,2,8,"[65, 216, 169, 119, 36, 187, 161, 134]",0.007905933074653149,-0.029180532321333885,0.007905933074653149
17,17,2,8,"[153, 3, 213, 137, 184, 4, 24, 128]",-0.006112270522862673,-0.007652608677744865,-0.006112270522862673
17,17,2,8,"[8, 37, 172, 250, 183, 202, 196, 157]",-0.005985093768686056,-0.005426905117928982,-0.005985093768686056
17,17,2,8,"[105, 127, 242, 138, 223, 167, 207, 49]",0.005316170863807201,0.01889958791434765,-0.008858520071953535
17,17,2,8,"[70, 99, 120, 209, 180, 90, 94, 199]",-0.0015226375544443727,0.014675242826342583,-0.01252906967420131
17,17,2,8,"[151, 86, 212, 129, 7, 247, 101, 217]",-0.0014575326349586248,0.005043479148298502,-0.005240141996182501
17,17,2,8,"[145, 83, 255, 126, 58, 109, 27, 19]",-0.010170611552894115,-0.004877335857599974,-0.010170611552894115
17,17,2,8,"[40, 139, 11, 158, 171, 210, 198, 108]",0.002632471267133951,-0.011584125459194183,0.002632471267133951
17,17,3,4,"[65, 216, 169, 119]",0.004135871306061745,-0.0005323946243152022,0.004135871306061745
17,17,3,4,"[36, 187, 161, 134]",0.008561011403799057,-0.025587482377886772,0.008561011403799057
17,17,3,4,"[40, 139, 11, 158]",0.0006475102854892612,-0.010379979386925697,0.0006475102854892612
17,17,3,4,"[171, 210, 198, 108]",-0.00029045046539977193,0.03926258161664009,-0.02973738667787984
17,17,3,4,"[151, 86, 212, 129]",-0.003916671499609947,-0.0144865857437253,-0.003916671499609947
17,17,3,4,"[7, 247, 101, 217]",-0.0033318258356302977,0.011707915924489498,-0.012112762778997421
17,17,3,4,"[8, 37, 172, 250]",-0.009746671654284,0.017239272594451904,-0.02267612610012293
17,17,3,4,"[183, 202, 196, 157]",0.0016474950825795531,0.008751957677304745,-0.004916473175399005
17,17,4,2,"[36, 187]",0.002265056362375617,-0.030497541651129723,0.002265056362375617
17,17,4,2,"[161, 134]",0.0018692582380026579,0.005428301636129618,-0.0022019679890945554
17,17,4,2,"[65, 216]",-0.0008528697653673589,0.004806738346815109,-0.004457923525478691
17,17,4,2,"[169, 119]",0.0011821675579994917,0.026247765868902206,-0.018503656843677163
17,17,4,2,"[40, 139]",0.0023070466704666615,-0.01011334452778101,0.0023070466704666615
17,17,4,2,"[11, 158]",0.0016837024595588446,0.030797118321061134,-0.021414136281237006
17,17,4,2,"[151, 86]",0.00023351430718321353,0.04460396617650986,-0.03321946032519918
17,17,4,2,"[212, 129]",0.0011128305923193693,-0.0009022420854307711,0.0011128305923193693
17,17,5,1,[40],-0.002405779901891947,0.031451936811208725,-0.02599473251029849
17,17,5,1,[139],-0.0005669748643413186,-0.024797949939966202,-0.0005669748643413186
17,17,5,1,[36],0.005258830729871988,-0.03250523656606674,0.005258830729871988
17,17,5,1,[187],-0.0006826907629147172,-0.013401398435235023,-0.0006826907629147172
17,17,5,1,[212],-0.00039467273745685816,0.008323244750499725,-0.006637106300331652
17,17,5,1,[129],0.0005362838273867965,0.00023967921151779592,0.00035652441874844953
17,17,5,1,[161],0.0,0.0,0.0
17,17,5,1,[134],0.0018692582380026579,0.005428301636129618,-0.0022019679890945554
17,53,0,32,"[65, 199, 216, 254, 146, 195, 252, 193, 11, 48, 157, 60, 188, 53, 20, 105, 179, 45, 77, 76, 49, 186, 230, 160, 25, 185, 3, 68, 15, 93, 74, 150]",-0.02146739512681961,0.023578796535730362,-0.03915149252861738
17,53,0,32,"[87, 142, 218, 8, 67, 42, 210, 90, 92, 170, 183, 149, 69, 110, 192, 220, 54, 129, 198, 38, 95, 235, 18, 203, 99, 212, 214, 30, 63, 7, 84, 247]",-0.01667259819805622,0.0245346836745739,-0.035073610953986645
17,53,0,32,"[255, 79, 172, 178, 52, 123, 128, 139, 94, 26, 108, 182, 114, 47, 32, 165, 196, 102, 34, 209, 83, 46, 180, 111, 13, 107, 144, 28, 154, 191, 19, 215]",0.0024233192671090364,0.03809924051165581,-0.02615111111663282
17,53,0,32,"[41, 16, 222, 201, 227, 138, 243, 237, 91, 43, 148, 141, 155, 158, 241, 132, 176, 66, 31, 98, 194, 184, 171, 100, 246, 187, 229, 122, 236, 202, 119, 17]",-0.009258247911930084,0.01757117733359337,-0.02243663091212511
17,53,0,32,"[137, 206, 239, 190, 85, 197, 133, 166, 233, 156, 161, 152, 177, 174, 217, 5, 134, 120, 168, 97, 35, 208, 162, 221, 44, 4, 86, 113, 112, 106, 143, 136]",-0.013670658692717552,-0.07788170129060745,-0.013670658692717552
17,53,0,32,"[207, 121, 9, 242, 124, 116, 211, 147, 88, 58, 27, 159, 56, 181, 55, 151, 70, 173, 6, 115, 21, 204, 248, 10, 50, 24, 40, 249, 226, 135, 73, 29]",-0.005427585914731026,-0.0400935560464859,-0.005427585914731026
17,53,0,32,"[205, 234, 125, 131, 140, 1, 244, 51, 81, 2, 80, 59, 0, 163, 72, 231, 62, 37, 89, 103, 117, 33, 175, 145, 36, 71, 219, 64, 164, 238, 12, 78]",0.01674603298306465,0.07127050310373306,-0.036706844344735146
17,53,0,32,"[167, 126, 39, 228, 232, 127, 153, 169, 23, 213, 240, 96, 57, 245, 200, 250, 109, 224, 22, 223, 118, 130, 225, 101, 14, 189, 251, 104, 82, 61, 253, 75]",0.04239731654524803,0.07033667713403702,-0.010355191305279732
17,53,1,16,"[207, 121, 9, 242, 124, 116, 211, 147, 88, 58, 27, 159, 56, 181, 55, 151]",-0.0009915560949593782,-0.027454759925603867,-0.0009915560949593782
17,53,1,16,"[70, 173, 6, 115, 21, 204, 248, 10, 50, 24, 40, 249, 226, 135, 73, 29]",-0.01752900891005993,-0.008951799012720585,-0.01752900891005993
17,53,1,16,"[167, 126, 39, 228, 232, 127, 153, 169, 23, 213, 240, 96, 57, 245, 200, 250]",-0.0009521227912046015,0.015670664608478546,-0.012705121247563511
17,53,1,16,"[109, 224, 22, 223, 118, 130, 225, 101, 14, 189, 251, 104, 82, 61, 253, 75]",0.041691169142723083,0.06722764670848846,-0.008729565888643265
17,53,1,16,"[137, 206, 239, 190, 85, 197, 133, 166, 233, 156, 161, 152, 177, 174, 217, 5]",-0.01957033760845661,-0.01615315116941929,-0.01957033760845661
17,53,1,16,"[134, 120, 168, 97, 35, 208, 162, 221, 44, 4, 86, 113, 112, 106, 143, 136]",-0.00889682862907648,-0.006830647122114897,-0.00889682862907648
17,53,1,16,"[41, 16, 222, 201, 227, 138, 243, 237, 91, 43, 148, 141, 155, 158, 241, 132]",-0.0009428310440853238,0.05393357574939728,-0.04139301285613328
17,53,1,16,"[176, 66, 31, 98, 194, 184, 171, 100, 246, 187, 229, 122, 236, 202, 119, 17]",-0.018872279673814774,-0.014828133396804333,-0.018872279673814774
17,53,2,8,"[207, 121, 9, 242, 124, 116, 211, 147]",0.0017370241694152355,0.013223440386354923,-0.008180556120350957
17,53,2,8,"[88, 58, 27, 159, 56, 181, 55, 151]",-0.008342914283275604,-0.055844344198703766,-0.008342914283275604
17,53,2,8,"[109, 224, 22, 223, 118, 130, 225, 101]",-0.0019693314097821712,0.03673122078180313,-0.02951774699613452
17,53,2,8,"[14, 189, 251, 104, 82, 61, 253, 75]",0.038480643182992935,0.09552066773176193,-0.033159857615828514
17,53,2,8,"[134, 120, 168, 97, 35, 208, 162, 221]",-0.0038280135486274958,0.01126275584101677,-0.012275080429390073
17,53,2,8,"[44, 4, 86, 113, 112, 106, 143, 136]",-0.0008135360549204051,0.0037185989785939455,-0.0036024852888658643
17,53,2,8,"[167, 126, 39, 228, 232, 127, 153, 169]",-0.008370446972548962,-0.0023693626280874014,-0.008370446972548962
17,53,2,8,"[23, 213, 240, 96, 57, 245, 200, 250]",0.0007899969932623208,0.010815465822815895,-0.0073216023738496006
17,53,3,4,"[44, 4, 86, 113]",0.0035988688468933105,0.027432506904006004,-0.016975511331111193
17,53,3,4,"[112, 106, 143, 136]",-0.003515922464430332,0.0023374282754957676,-0.005268993671052158
17,53,3,4,"[23, 213, 240, 96]",0.0010654001962393522,0.027699433267116547,-0.019709174754098058
17,53,3,4,"[57, 245, 200, 250]",-0.0011189610231667757,0.0023252982646226883,-0.002862934721633792
17,53,3,4,"[207, 121, 9, 242]",0.006334930658340454,0.02795974165201187,-0.01463487558066845
17,53,3,4,"[124, 116, 211, 147]",0.001682610483840108,0.020208774134516716,-0.013473970117047429
17,53,3,4,"[88, 58, 27, 159]",-0.012192384339869022,-0.05730276554822922,-0.012192384339869022
17,53,3,4,"[56, 181, 55, 151]",-0.007109973579645157,0.01428734790533781,-0.017825484508648515
17,53,4,2,"[57, 245]",-0.004436831921339035,0.021224092692136765,-0.02035490144044161
17,53,4,2,"[200, 250]",-0.0017731701955199242,0.0048911310732364655,-0.005441518500447273
17,53,4,2,"[112, 106]",-0.0005468499730341136,0.002824696246534586,-0.002665372157935053
17,53,4,2,"[143, 136]",0.003559384262189269,0.021840767934918404,-0.012821191688999534
17,53,4,2,"[88, 58]",-0.007340746931731701,-0.013125752098858356,-0.007340746931731701
17,53,4,2,"[27, 159]",-0.0064657763577997684,-0.017354119569063187,-0.0064657763577997684
17,53,4,2,"[124, 116]",-0.0016856801230460405,0.00820312462747097,-0.007838023593649268
17,53,4,2,"[211, 147]",-0.0004835409054066986,0.009050040505826473,-0.0072710712847765535
17,53,5,1,[112],0.0011236279970034957,0.01753910817205906,-0.012030703132040799
17,53,5,1,[106],-0.001867721090093255,0.01020752266049385,-0.009523363085463643
17,53,5,1,[200],-0.003599514253437519,-0.008288435637950897,-0.003599514253437519
17,53,5,1,[250],1.7874241166282445e-05,0.01378804724663496,-0.010323161193809938
17,53,5,1,[27],-0.0027196246664971113,-0.0063872672617435455,-0.0027196246664971113
17,53,5,1,[159],0.0003550875117070973,0.01971820741891861,-0.01443356805248186
17,53,5,1,[211],0.0007021635537967086,0.037096794694662094,-0.027120432467199862
17,53,5,1,[147],0.004564784001559019,0.02463666908442974,-0.013912717811763287
17,101,0,32,"[221, 20, 101, 99, 119, 217, 82, 13, 71, 72, 127, 133, 23, 241, 5, 18, 237, 175, 107, 211, 77, 252, 125, 2, 86, 57, 92, 189, 197, 94, 89, 130]",-0.008049027062952518,-0.015171336941421032,-0.008049027062952518
17,101,0,32,"[236, 76, 253, 15, 117, 16, 102, 66, 156, 191, 135, 167, 176, 84, 106, 91, 4, 228, 190, 35, 165, 48, 45, 198, 112, 43, 21, 230, 105, 124, 67, 63]",-0.020703721791505814,0.02798050083220005,-0.04168909741565585
17,101,0,32,"[188, 255, 10, 30, 158, 87, 59, 14, 97, 17, 150, 243, 74, 55, 148, 145, 210, 149, 95, 154, 103, 9, 207, 12, 201, 179, 22, 88, 24, 249, 61, 195]",0.03884715214371681,0.05395984649658203,-0.0016227327287197113
17,101,0,32,"[78, 11, 178, 3, 80, 128, 238, 33, 200, 141, 202, 111, 53, 137, 152, 83, 177, 96, 220, 115, 60, 245, 68, 218, 0, 118, 173, 1, 39, 157, 242, 65]",0.003930327482521534,0.03497989475727081,-0.022304593585431576
17,101,0,32,"[19, 180, 50, 233, 69, 194, 225, 139, 75, 250, 110, 146, 116, 251, 64, 163, 51, 126, 7, 120, 248, 140, 34, 161, 203, 129, 232, 109, 70, 172, 26, 81]",-0.015954850241541862,-0.02202519401907921,-0.015954850241541862
17,101,0,32,"[98, 229, 227, 122, 181, 93, 254, 184, 28, 174, 192, 144, 171, 121, 162, 90, 246, 213, 235, 231, 132, 142, 222, 170, 168, 58, 215, 196, 136, 199, 155, 108]",-0.018984859809279442,-0.00549344252794981,-0.018984859809279442
17,101,0,32,"[32, 147, 56, 143, 151, 27, 187, 153, 208, 46, 223, 224, 169, 159, 113, 85, 42, 138, 182, 62, 31, 52, 6, 104, 244, 226, 123, 214, 131, 44, 134, 209]",0.023418646305799484,0.030087251216173172,0.0008532078936696053
17,101,0,32,"[185, 239, 193, 186, 240, 100, 29, 204, 247, 205, 41, 183, 49, 36, 160, 40, 8, 73, 25, 164, 38, 47, 216, 37, 212, 54, 234, 206, 79, 219, 166, 114]",-0.011596172116696835,-0.03352582827210426,-0.011596172116696835
17,101,1,16,"[32, 147, 56, 143, 151, 27, 187, 153, 208, 46, 223, 224, 169, 159, 113, 85]",0.017080241814255714,0.02059035934507847,0.0016374723054468632
17,101,1,16,"[42, 138, 182, 62, 31, 52, 6, 104, 244, 226, 123, 214, 131, 44, 134, 209]",0.0009028485510498285,0.026025142520666122,-0.018616008339449763
17,101,1,16,"[188, 255, 10, 30, 158, 87, 59, 14, 97, 17, 150, 243, 74, 55, 148, 145]",0.047204311937093735,0.1143464744091034,-0.03855554386973381
17,101,1,16,"[210, 149, 95, 154, 103, 9, 207, 12, 201, 179, 22, 88, 24, 249, 61, 195]",-0.014467594213783741,-0.016656579449772835,-0.014467594213783741
17,101,1,16,"[221, 20, 101, 99, 119, 217, 82, 13, 71, 72, 127, 133, 23, 241, 5, 18]",-0.005421208217740059,-0.010795453563332558,-0.005421208217740059
17,101,1,16,"[237, 175, 107, 211, 77, 252, 125, 2, 86, 57, 92, 189, 197, 94, 89, 130]",-7.54958382458426e-05,0.0054232836700975895,-0.004142958590819035
17,101,1,16,"[185, 239, 193, 186, 240, 100, 29, 204, 247, 205, 41, 183, 49, 36, 160, 40]",-0.010671667754650116,-0.031927864998579025,-0.010671667754650116
17,101,1,16,"[8, 73, 25, 164, 38, 47, 216, 37, 212, 54, 234, 206, 79, 219, 166, 114]",-0.004636047407984734,0.012635597959160805,-0.014112745877355337
17,101,2,8,"[32, 147, 56, 143, 151, 27, 187, 153]",0.011506847105920315,0.03542955964803696,-0.015065322630107403
17,101,2,8,"[208, 46, 223, 224, 169, 159, 113, 85]",0.0004839604953303933,0.018236957490444183,-0.013193757622502744
17,101,2,8,"[237, 175, 107, 211, 77, 252, 125, 2]",-0.0022418396547436714,0.035333141684532166,-0.028741695918142796
17,101,2,8,"[86, 57, 92, 189, 197, 94, 89, 130]",-0.0029151015914976597,0.017338696867227554,-0.015919124241918325
17,101,2,8,"[221, 20, 101, 99, 119, 217, 82, 13]",0.0035070066805928946,0.007023910991847515,-0.0017609265632927418
17,101,2,8,"[71, 72, 127, 133, 23, 241, 5, 18]",-0.009505885653197765,-0.002301565371453762,-0.009505885653197765
17,101,2,8,"[185, 239, 193, 186, 240, 100, 29, 204]",-0.009832935407757759,0.003239359939470887,-0.012262455362360924
17,101,2,8,"[247, 205, 41, 183, 49, 36, 160, 40]",-0.006585564464330673,-0.011051577515900135,-0.006585564464330673
17,101,3,4,"[221, 20, 101, 99]",0.003943828400224447,0.03995725139975548,-0.02602411014959216
17,101,3,4,"[119, 217, 82, 13]",-0.001133451471105218,-0.017333965748548508,-0.001133451471105218
17,101,3,4,"[247, 205, 41, 183]",-0.007661148440092802,0.04653707146644592,-0.042563952039927244
17,101,3,4,"[49, 36, 160, 40]",0.0010394144337624311,-0.013708220794796944,0.0010394144337624311
17,101,3,4,"[71, 72, 127, 133]",-0.005346562247723341,-0.006674116477370262,-0.005346562247723341
17,101,3,4,"[23, 241, 5, 18]",-0.003302098484709859,-0.0033254302106797695,-0.003302098484709859
17,101,3,4,"[185, 239, 193, 186]",0.001941853784956038,-0.008406565524637699,0.001941853784956038
17,101,3,4,"[240, 100, 29, 204]",-0.010897104628384113,0.004683971405029297,-0.014410083182156086
17,101,4,2,"[185, 239]",0.000534476654138416,-0.008990740403532982,0.000534476654138416
17,101,4,2,"[193, 186]",-0.0008773058652877808,0.032923225313425064,-0.02556972485035658
17,101,4,2,"[49, 36]",0.003734389552846551,-0.02608606405556202,0.003734389552846551
17,101,4,2,"[160, 40]",-0.006998995319008827,-0.010501718148589134,-0.006998995319008827
17,101,4,2,"[119, 217]",-0.0004012888530269265,-0.004590619821101427,-0.0004012888530269265
17,101,4,2,"[82, 13]",-0.0020293069537729025,0.0002643370535224676,-0.002227559743914753
17,101,4,2,"[23, 241]",0.0006530845421366394,0.004992788657546043,-0.003091506951022893
17,101,4,2,"[5, 18]",-0.0010891878046095371,0.023700818419456482,-0.0188648016192019
17,101,5,1,[49],-0.0014328587567433715,0.000696305010933429,-0.0019550875149434432
17,101,5,1,[36],0.005258830729871988,-0.03250523656606674,0.005258830729871988
17,101,5,1,[185],0.00034995019086636603,0.002585785463452339,-0.0015893889067228884
17,101,5,1,[239],-0.002908344380557537,-0.008668837137520313,-0.002908344380557537
17,101,5,1,[119],0.0,0.0,0.0
17,101,5,1,[217],-0.0004012888530269265,-0.004590619821101427,-0.0004012888530269265
17,101,5,1,[82],0.0006828433251939714,-0.006766772363334894,0.0006828433251939714
17,101,5,1,[13],-0.0033839864190667868,0.016548166051506996,-0.015795110957697034
17,211,0,32,"[106, 107, 44, 204, 162, 97, 109, 98, 14, 119, 164, 116, 183, 126, 117, 57, 72, 177, 145, 87, 118, 34, 0, 37, 151, 79, 102, 128, 49, 31, 130, 6]",0.03527859225869179,0.06888832151889801,-0.01638764888048172
17,211,0,32,"[27, 159, 75, 36, 249, 8, 120, 231, 163, 160, 68, 236, 32, 26, 246, 48, 154, 125, 83, 219, 141, 192, 214, 206, 101, 252, 152, 33, 64, 135, 175, 13]",0.023037491366267204,0.02548954449594021,0.003920332994312048
17,211,0,32,"[10, 110, 144, 217, 71, 211, 234, 9, 208, 113, 238, 244, 228, 207, 95, 185, 171, 69, 254, 88, 173, 105, 63, 210, 58, 243, 216, 225, 77, 21, 169, 178]",0.004896196536719799,-0.03132845088839531,0.004896196536719799
17,211,0,32,"[94, 38, 190, 229, 100, 245, 74, 227, 156, 29, 56, 132, 22, 7, 78, 55, 41, 16, 143, 220, 104, 138, 139, 5, 1, 158, 195, 114, 147, 181, 172, 148]",-0.017287030816078186,-0.004137216601520777,-0.017287030816078186
17,211,0,32,"[11, 213, 200, 222, 65, 191, 165, 19, 133, 93, 199, 137, 180, 2, 232, 186, 4, 39, 218, 52, 50, 253, 202, 85, 215, 251, 86, 182, 20, 53, 131, 240]",-0.005253651645034552,0.0061736018396914005,-0.009883853024803102
17,211,0,32,"[242, 235, 226, 123, 168, 248, 62, 112, 111, 239, 146, 176, 35, 221, 224, 205, 184, 80, 194, 25, 40, 230, 140, 70, 201, 47, 18, 198, 76, 247, 45, 223]",-0.0191483311355114,0.015335145406425,-0.030649690190330148
17,211,0,32,"[61, 67, 121, 237, 99, 66, 92, 150, 24, 89, 43, 23, 174, 167, 209, 212, 179, 51, 60, 188, 82, 157, 127, 142, 108, 241, 134, 30, 17, 187, 103, 91]",-0.0017250460805371404,0.026272382587194443,-0.021429333020932972
17,211,0,32,"[81, 3, 161, 155, 149, 15, 197, 73, 59, 28, 46, 115, 42, 96, 189, 170, 124, 196, 250, 193, 12, 166, 153, 54, 122, 233, 84, 136, 255, 90, 129, 203]",-0.017282739281654358,0.03190971910953522,-0.04121502861380577
17,211,1,16,"[10, 110, 144, 217, 71, 211, 234, 9, 208, 113, 238, 244, 228, 207, 95, 185]",-0.002871099626645446,-0.01915951818227768,-0.002871099626645446
17,211,1,16,"[171, 69, 254, 88, 173, 105, 63, 210, 58, 243, 216, 225, 77, 21, 169, 178]",-0.00490240752696991,-0.0005349850398488343,-0.00490240752696991
17,211,1,16,"[27, 159, 75, 36, 249, 8, 120, 231, 163, 160, 68, 236, 32, 26, 246, 48]",0.0019939274061471224,-0.01738625019788742,0.0019939274061471224
17,211,1,16,"[154, 125, 83, 219, 141, 192, 214, 206, 101, 252, 152, 33, 64, 135, 175, 13]",0.006960131693631411,0.005179688334465027,0.0030753654427826405
17,211,1,16,"[11, 213, 200, 222, 65, 191, 165, 19, 133, 93, 199, 137, 180, 2, 232, 186]",-0.010611165314912796,0.006545368582010269,-0.015520191751420498
17,211,1,16,"[4, 39, 218, 52, 50, 253, 202, 85, 215, 251, 86, 182, 20, 53, 131, 240]",0.0032534105703234673,0.012484312988817692,-0.006109824171289802
17,211,1,16,"[106, 107, 44, 204, 162, 97, 109, 98, 14, 119, 164, 116, 183, 126, 117, 57]",0.024890175089240074,0.08325859904289246,-0.03755377419292927
17,211,1,16,"[72, 177, 145, 87, 118, 34, 0, 37, 151, 79, 102, 128, 49, 31, 130, 6]",-0.0004383414925541729,0.023157432675361633,-0.017806415999075398
17,211,2,8,"[154, 125, 83, 219, 141, 192, 214, 206]",-0.0016394775593653321,0.011754925362765789,-0.010455671581439674
17,211,2,8,"[101, 252, 152, 33, 64, 135, 175, 13]",0.006011052057147026,0.011607682332396507,-0.0026947096921503544
17,211,2,8,"[27, 159, 75, 36, 249, 8, 120, 231]",0.0013235545484349132,-0.022720223292708397,0.0013235545484349132
17,211,2,8,"[163, 160, 68, 236, 32, 26, 246, 48]",-0.007905298843979836,-0.008451906032860279,-0.007905298843979836
17,211,2,8,"[10, 110, 144, 217, 71, 211, 234, 9]",-0.0030964796897023916,0.00548384478315711,-0.007209363277070224
17,211,2,8,"[208, 113, 238, 244, 228, 207, 95, 185]",-0.005298296920955181,0.008017297834157944,-0.011311270296573639
17,211,2,8,"[171, 69, 254, 88, 173, 105, 63, 210]",-0.014970804564654827,-0.024329571053385735,-0.014970804564654827
17,211,2,8,"[58, 243, 216, 225, 77, 21, 169, 178]",0.00180516776163131,0.04091595113277435,-0.028881795587949455
17,211,3,4,"[27, 159, 75, 36]",0.0012816506205126643,-0.048451051115989685,0.0012816506205126643
17,211,3,4,"[249, 8, 120, 231]",-0.008470248430967331,-0.00910115521401167,-0.008470248430967331
17,211,3,4,"[101, 252, 152, 33]",0.00971175730228424,0.04895663261413574,-0.027005717158317566
17,211,3,4,"[64, 135, 175, 13]",-0.005224523600190878,0.009971621446311474,-0.012703239684924483
17,211,3,4,"[10, 110, 144, 217]",-0.007992596365511417,-0.023627733811736107,-0.007992596365511417
17,211,3,4,"[71, 211, 234, 9]",-0.0004951745504513383,0.010998433455824852,-0.008743999642319977
17,211,3,4,"[163, 160, 68, 236]",-0.006363479420542717,0.018846658989787102,-0.020498473662883043
17,211,3,4,"[32, 26, 246, 48]",-0.0037276088260114193,0.019149623811244965,-0.018089826684445143
17,211,4,2,"[27, 159]",-0.0064657763577997684,-0.017354119569063187,-0.0064657763577997684
17,211,4,2,"[75, 36]",0.0034984881058335304,-0.00782129168510437,0.0034984881058335304
17,211,4,2,"[10, 110]",-0.002154633402824402,-0.01377977803349495,-0.002154633402824402
17,211,4,2,"[144, 217]",-0.0004787272191606462,-0.003419171553105116,-0.0004787272191606462
17,211,4,2,"[249, 8]",-0.0076723862439394,-0.010563668794929981,-0.0076723862439394
17,211,4,2,"[120, 231]",-0.002150422427803278,-0.0014160949504002929,-0.002150422427803278
17,211,4,2,"[71, 211]",-0.0025587785057723522,-2.886652964662062e-06,-0.0025587785057723522
17,211,4,2,"[234, 9]",0.0039159334264695644,0.02097942680120468,-0.011818636674433947
17,211,5,1,[75],0.0005635917186737061,0.0003957927110604942,0.0002667471853783354
17,211,5,1,[36],0.005258830729871988,-0.03250523656606674,0.005258830729871988
17,211,5,1,[144],0.0016987354028970003,0.010083403438329697,-0.005863817175850272
